Booking ID,Agent,Country,Package Type,Booking Date,Payment Date,Payment Status,Total Amount
BKG1248,Suresh,India,Family,2025-03-01,2025-03-12 00:00:00,Paid,35000
BKG1249,Anil,India,Leisure,2025-02-24,None,Pending,25000
BKG1250,Amit,India,Honeymoon,2025-03-21,None,,65000
BKG1251,Gaurav  ,Singapore,Adventure,2025-05-20,2025-06-03 00:00:00,Paid,65000
BKG1252,Nisha,United Arab Emirates,Leisure,2025-05-25,None,Cancelled,45000
BKG1253,Vikram,UAE,Honeymoon,2025-04-18,2025-04-29 00:00:00,Paid,25000
BKG1254,Monika,India,Corporate,2025-06-25,None,Pending,45000
BKG1255,Monika,USA,Honeymoon,2025-04-15,None,Pending,35000
BKG1256,Pooja,United Arab Emirates,Adventure,2025-05-16,2025-06-07 00:00:00,Paid,"45,000 INR"
BKG1257,Nisha,United Arab Emirates,Honeymoon,2025-09-16,2025-09-25 00:00:00,Paid,15000
BKG1258,Avtar,UAE,Family,2025-09-08,None,Pending,25000
BKG1259,Ritika,Singapore,Adventure,2025-05-09,2025-05-21 00:00:00,Paid,25000
BKG1260,Anil,Thailand,Corporate,2025-01-27,None,Pending,25000
BKG1261,Deepa,Thailand,Family,2025-02-17,2025-02-22 00:00:00,Paid,45000
BKG1262,Anil,United Arab Emirates,Honeymoon,2025-08-05,None,Cancelled,35000
BKG1263,Karan,UK,Adventure,2025-05-22,None,Pending,25000
BKG1264,Amit  ,UK,Corporate,2025-01-23,2025-02-14 00:00:00,paid,"45,000 INR"
BKG1265,Nisha,UAE,Family,2025-01-02,2025-02-01 00:00:00,Paid,25000
BKG1266,Divya,Thailand,Corporate,2025-06-20,None,Pending,65000
BKG1267,Sameer,United Arab Emirates,Honeymoon,2025-03-08,None,Pending,15000
BKG1268,Suresh,Singapore,Corporate,2025-05-15,2025-05-31 00:00:00,Paid,65000
BKG1269,Suresh,Thailand,Leisure,2025-03-24,2025-03-27 00:00:00,Paid,65000
BKG1270,Gaurav,United Arab Emirates,Family,2025-08-15,2025-08-18 00:00:00,Paid,15000
BKG1271,Vikram,United Arab Emirates,Corporate,2025-08-07,None,Pending,"45,000 INR"
BKG1272,Monika,India,Honeymoon,2025-01-05,None,Pending,35000
BKG1273,Sameer,Singapore,Honeymoon,2025-02-27,2025-03-26 00:00:00,Paid,65000
BKG1274,Sonia,India,Corporate,2025-02-08,None,Pending,35000
BKG1275,Karan,UAE,Honeymoon,2025-03-18,2025-03-21 00:00:00,Paid,65000
BKG1276,Suresh,India,Adventure,2025-01-19,2025-01-22 00:00:00,Paid,55000
BKG1277,Vikram,USA,Adventure,2025-07-09,2025-07-23 00:00:00,PAID,15000
BKG1278,Sameer,India,Adventure,2025-03-17,2025-03-21 00:00:00,paid,65000
BKG1279,Anil,USA,Leisure,2025-08-09,None,Pending,55000
BKG1280,Arjun,Thailand,Corporate,2025-03-07,2025-03-31 00:00:00,Paid,45000
BKG1281,Anil,UK,Leisure,2025-01-22,None,Pending,55000
BKG1282,Sameer,United Arab Emirates,Honeymoon,2025-06-07,2025-07-01 00:00:00,Paid,25000
BKG1283,Meena,USA,Leisure,2025-07-06,2025-07-18 00:00:00,Paid,65000
BKG1284,Ramesh,Singapore,Honeymoon,2025-01-21,2025-02-16 00:00:00,Paid,55000
BKG1285,Sameer,India,Honeymoon,2025-07-03,None,Pending,35000
BKG1286,Avtar,USA,Family,2025-04-18,None,Pending,45000
BKG1287,Vikram,Singapore,Adventure,2025-05-08,2025-05-13 00:00:00,Paid,"45,000 INR"
BKG1288,Meena,UK,Honeymoon,2025-02-22,None,Pending,65000
BKG1289,Deepa,UK,Family,2025-07-01,2025-07-19 00:00:00,paid,25000
BKG1290,Ritika,India,Adventure,2025-07-28,2025-07-30 00:00:00,Paid,"45,000 INR"
BKG1291,Ramesh,UAE,Honeymoon,2025-03-21,None,Pending,55000
BKG1292,Ritika,India,Honeymoon,2025-05-02,None,Cancelled,"45,000 INR"
BKG1293,Suresh,Thailand,Leisure,2025-03-25,2025-04-13 00:00:00,Paid,"45,000 INR"
BKG1294,Avtar,USA,Leisure,2025-04-01,2025-04-19 00:00:00,Paid,45000
BKG1295,Anil,United Arab Emirates,Adventure,2025-07-31,None,Pending,"45,000 INR"
BKG1296,Sonia  ,UAE,Honeymoon,2025-01-13,None,Pending,"45,000 INR"
BKG1297,Tina,India,Corporate,2025-04-02,None,Cancelled,65000
BKG1298,Amit,Singapore,Leisure,2025-06-20,2025-07-08 00:00:00,Paid,45000
BKG1299,Raj,UAE,Adventure,2025-07-30,None,,25000
BKG1300,Ramesh,USA,Honeymoon,2025-05-08,2025-05-19 00:00:00,Paid,55000
BKG1301,Sameer,UAE,Honeymoon,2025-05-17,2025-06-08 00:00:00,Paid,45000
BKG1302,Meena,USA,Corporate,2025-03-23,None,Pending,45000
BKG1303,Pooja,India,Adventure,2025-02-25,2025-03-01 00:00:00,Paid,15000
BKG1304,Raj,USA,Honeymoon,2025-07-15,2025-07-29 00:00:00,Paid,45000
BKG1305,Divya,UAE,Leisure,2025-01-20,2025-02-01 00:00:00,Paid,15000
BKG1306,Pooja,Singapore,Corporate,2025-08-29,2025-09-26 00:00:00,Paid,55000
BKG1307,Arjun,UK,Adventure,2025-04-24,2025-05-16 00:00:00,Paid,"45,000 INR"
BKG1308,Anil,UAE,Corporate,2025-04-13,2025-05-08 00:00:00,PAID,65000
BKG1309,Avtar,USA,Leisure,2025-08-24,2025-09-07 00:00:00,Paid,65000
BKG1310,Vikram,UK,Adventure,2025-06-29,None,Pending,55000
BKG1311,Amit,USA,Corporate,2025-06-06,None,Pending,55000
BKG1312,Vikram,Singapore,Family,2025-04-27,2025-05-25 00:00:00,paid,35000
BKG1313,Gaurav,USA,Leisure,2025-04-25,2025-05-25 00:00:00,Paid,"45,000 INR"
BKG1314,Nisha,India,Leisure,2025-01-13,None,Cancelled,55000
BKG1315,Deepa,United Arab Emirates,Leisure,2025-04-09,None,Pending,45000
BKG1316,Ritika,UAE,Family,2025-07-24,None,Pending,65000
BKG1317,Ritika,United Arab Emirates,Family,2025-06-18,None,Pending,25000
BKG1318,Nisha,USA,Honeymoon,2025-05-23,None,Cancelled,65000
BKG1319,Suresh,Singapore,Corporate,2025-02-05,2025-03-01 00:00:00,Paid,15000
BKG1320,Arjun,UAE,Honeymoon,2025-05-23,None,Pending,65000
BKG1321,Ramesh,USA,Corporate,2025-06-29,None,Pending,35000
BKG1322,Monika,UK,Family,2025-09-18,None,Pending,"45,000 INR"
BKG1323,Deepa,Thailand,Family,2025-07-24,None,,55000
BKG1324,Tina,USA,Honeymoon,2025-06-19,2025-06-21 00:00:00,Paid,"45,000 INR"
BKG1325,Karan,United Arab Emirates,Adventure,2025-01-15,None,,55000
BKG1326,Anil,UAE,Honeymoon,2025-03-01,2025-03-11 00:00:00,Paid,65000
BKG1327,Avtar,United Arab Emirates,Corporate,2025-05-14,2025-06-03 00:00:00,Paid,25000
BKG1328,Gaurav  ,UAE,Honeymoon,2025-04-02,2025-04-12 00:00:00,Paid,25000
BKG1329,Gaurav,USA,Leisure,2025-05-16,2025-05-28 00:00:00,Paid,35000
BKG1330,Karan,India,Corporate,2025-01-20,None,Pending,15000
BKG1331,Raj,UK,Corporate,2025-02-25,2025-03-01 00:00:00,Paid,65000
BKG1332,Divya,USA,Adventure,2025-08-11,2025-08-30 00:00:00,Paid,55000
BKG1333,Monika,United Arab Emirates,Family,2025-06-26,2025-07-13 00:00:00,paid,65000
BKG1334,Pooja,Thailand,Corporate,2025-06-10,None,Cancelled,35000
BKG1335,Arjun,Thailand,Family,2025-08-12,None,Cancelled,45000
BKG1336,Deepa,Singapore,Honeymoon,2025-09-19,None,Cancelled,45000
BKG1337,Sameer,UAE,Leisure,2025-03-01,None,Pending,35000
BKG1338,Avtar,United Arab Emirates,Adventure,2025-07-17,2025-07-24 00:00:00,Paid,55000
BKG1339,Arjun,Singapore,Family,2025-04-08,2025-04-13 00:00:00,Paid,"45,000 INR"
BKG1340,Amit,United Arab Emirates,Corporate,2025-05-11,None,Pending,35000
BKG1341,Pooja,UAE,Family,2025-01-23,2025-02-14 00:00:00,Paid,55000
BKG1342,Meena,USA,Corporate,2025-08-12,None,Pending,25000
BKG1343,Ramesh,USA,Family,2025-01-01,2025-01-17 00:00:00,Paid,35000
BKG1344,Nisha,Thailand,Corporate,2025-09-24,2025-10-02 00:00:00,Paid,55000
BKG1413,Suresh,USA,Honeymoon,2025-04-11,None,Pending,35000
BKG1346,Nisha,USA,Corporate,2025-07-06,None,Pending,35000
BKG1347,Karan,India,Corporate,2025-08-09,None,Pending,"45,000 INR"
BKG1348,Sonia,Thailand,Leisure,2025-02-05,None,Pending,"45,000 INR"
BKG1349,Gaurav,Singapore,Corporate,2025-06-19,2025-07-17 00:00:00,Paid,55000
BKG1350,Anil,UK,Leisure,2025-06-10,2025-06-14 00:00:00,Paid,55000
BKG1351,Anil  ,India,Adventure,2025-03-05,None,Cancelled,15000
BKG1352,Deepa,Singapore,Leisure,2025-06-03,None,Pending,35000
BKG1353,Ritika,UAE,Honeymoon,2025-09-17,2025-09-29 00:00:00,Paid,45000
BKG1354,Amit,India,Leisure,2025-06-08,None,Cancelled,35000
BKG1355,Avtar,Singapore,Adventure,2025-07-29,2025-08-26 00:00:00,Paid,35000
BKG1356,Pooja,UAE,Honeymoon,2025-06-17,2025-07-05 00:00:00,Paid,55000
BKG1357,Anil,Thailand,Family,2025-07-26,2025-08-07 00:00:00,Paid,35000
BKG1358,Amit,UK,Family,2025-06-01,None,Pending,65000
BKG1359,Raj,UAE,Leisure,2025-03-07,None,Pending,35000
BKG1360,Karan,USA,Leisure,2025-04-09,2025-04-13 00:00:00,Paid,65000
BKG1361,Sameer  ,United Arab Emirates,Adventure,2025-08-04,None,Cancelled,"45,000 INR"
BKG1362,Gaurav,UAE,Adventure,2025-07-14,2025-08-08 00:00:00,Paid,45000
BKG1363,Amit,UAE,Corporate,2025-03-31,2025-04-09 00:00:00,Paid,55000
BKG1364,Nisha,UK,Adventure,2025-06-04,2025-06-23 00:00:00,Paid,35000
BKG1365,Karan,United Arab Emirates,Corporate,2025-07-27,2025-08-04 00:00:00,Paid,65000
BKG1366,Vikram,USA,Honeymoon,2025-01-01,2025-01-27 00:00:00,Paid,65000
BKG1367,Karan,Singapore,Leisure,2025-06-05,None,Pending,"45,000 INR"
BKG1368,Deepa,Singapore,Honeymoon,2025-05-27,None,Cancelled,65000
BKG1369,Suresh,UAE,Adventure,2025-04-18,None,Pending,25000
BKG1370,Vikram,United Arab Emirates,Honeymoon,2025-08-09,2025-08-23 00:00:00,Paid,15000
BKG1371,Arjun,United Arab Emirates,Honeymoon,2025-06-14,2025-07-12 00:00:00,Paid,45000
BKG1372,Karan,USA,Honeymoon,2025-08-27,2025-09-14 00:00:00,Paid,"45,000 INR"
BKG1373,Gaurav,UK,Adventure,2025-08-15,2025-09-09 00:00:00,Paid,"45,000 INR"
BKG1374,Amit,Thailand,Honeymoon,2025-08-15,None,Pending,35000
BKG1375,Amit,Singapore,Corporate,2025-04-20,2025-05-17 00:00:00,Paid,25000
BKG1376,Raj  ,UK,Adventure,2025-09-19,None,Pending,35000
BKG1377,Divya,India,Honeymoon,2025-08-31,None,Cancelled,35000
BKG1378,Anil,Singapore,Adventure,2025-03-28,2025-04-17 00:00:00,Paid,55000
BKG1379,Karan,UK,Family,2025-02-13,None,Cancelled,55000
BKG1380,Ramesh,Singapore,Corporate,2025-05-26,None,Pending,55000
BKG1381,Karan,Thailand,Honeymoon,2025-09-21,None,Pending,25000
BKG1382,Divya,India,Family,2025-06-21,None,Pending,35000
BKG1383,Ritika,Thailand,Family,2025-02-17,2025-03-09 00:00:00,Paid,15000
BKG1384,Arjun,USA,Adventure,2025-05-01,2025-05-23 00:00:00,Paid,45000
BKG1385,Ramesh,India,Family,2025-06-08,2025-06-29 00:00:00,Paid,55000
BKG1386,Nisha,UAE,Corporate,2025-04-26,2025-05-14 00:00:00,Paid,55000
BKG1387,Anil,UK,Corporate,2025-04-12,None,Pending,"45,000 INR"
BKG1388,Karan,India,Leisure,2025-03-17,2025-03-18 00:00:00,Paid,35000
BKG1389,Pooja,USA,Corporate,2025-01-13,2025-02-02 00:00:00,paid,35000
BKG1390,Divya,USA,Family,2025-01-24,None,Pending,25000
BKG1391,Amit,Thailand,Corporate,2025-05-06,2025-06-05 00:00:00,Paid,25000
BKG1392,Amit,Singapore,Adventure,2025-09-01,2025-09-23 00:00:00,Paid,55000
BKG1393,Ritika,India,Leisure,2025-02-07,None,Cancelled,35000
BKG1394,Suresh,UK,Family,2025-08-22,None,Cancelled,15000
BKG1395,Arjun,India,Leisure,2025-08-01,None,Pending,45000
BKG1396,Gaurav,United Arab Emirates,Family,2025-04-10,2025-05-07 00:00:00,Paid,35000
BKG1397,Meena,Singapore,Adventure,2025-07-16,2025-08-08 00:00:00,Paid,"45,000 INR"
BKG1398,Sameer,UK,Leisure,2025-09-11,2025-09-20 00:00:00,Paid,35000
BKG1399,Anil,UK,Honeymoon,2025-07-24,2025-07-25 00:00:00,Paid,65000
BKG1400,Anil,UAE,Family,2025-05-05,None,Pending,25000
BKG1401,Nisha,Thailand,Honeymoon,2025-03-17,None,Pending,"45,000 INR"
BKG1402,Tina,UAE,Leisure,2025-01-03,None,Pending,45000
BKG1403,Karan,UK,Honeymoon,2025-02-24,None,Cancelled,55000
BKG1404,Gaurav,Singapore,Honeymoon,2025-08-06,None,Pending,"45,000 INR"
BKG1405,Sameer,India,Leisure,2025-04-23,2025-04-29 00:00:00,Paid,35000
BKG1406,Anil,India,Adventure,2025-04-01,2025-04-10 00:00:00,Paid,55000
BKG1407,Anil,Singapore,Honeymoon,2025-09-23,2025-10-16 00:00:00,paid,35000
BKG1408,Avtar,UK,Honeymoon,2025-08-26,2025-09-20 00:00:00,Paid,55000
BKG1409,Ramesh,USA,Adventure,2025-01-26,2025-02-05 00:00:00,paid,45000
BKG1410,Tina,India,Honeymoon,2025-05-08,None,Cancelled,25000
BKG1411,Gaurav,USA,Honeymoon,2025-03-04,2025-04-03 00:00:00,Paid,45000
BKG1412,Pooja,India,Honeymoon,2025-08-22,None,Pending,65000
BKG1413,Gaurav,India,Corporate,2025-03-10,None,Cancelled,15000
BKG1414,Vikram,Thailand,Adventure,2025-08-26,None,Pending,25000
BKG1415,Ritika,Thailand,Honeymoon,2025-06-12,2025-06-23 00:00:00,paid,45000
BKG1694,Nisha,United Arab Emirates,Adventure,2025-08-15,2025-08-27 00:00:00,paid,65000
BKG1417,Meena,UAE,Family,2025-09-16,2025-09-17 00:00:00,Paid,15000
BKG1418,Sameer,Singapore,Family,2025-08-07,2025-08-13 00:00:00,Paid,65000
BKG1419,Suresh,Singapore,Honeymoon,2025-08-17,2025-09-14 00:00:00,paid,35000
BKG1420,Avtar,Singapore,Adventure,2025-03-23,None,Pending,35000
BKG1421,Ramesh  ,United Arab Emirates,Adventure,2025-09-01,2025-09-06 00:00:00,Paid,55000
BKG1422,Ritika,Thailand,Adventure,2025-08-19,2025-09-07 00:00:00,Paid,25000
BKG1423,Nisha,UK,Corporate,2025-05-13,None,Pending,35000
BKG1424,Sonia  ,USA,Family,2025-05-07,2025-05-29 00:00:00,paid,"45,000 INR"
BKG1425,Raj,USA,Adventure,2025-05-22,None,Cancelled,65000
BKG1426,Divya,UK,Adventure,2025-09-24,None,Pending,25000
BKG1427,Meena,United Arab Emirates,Corporate,2025-09-06,2025-09-19 00:00:00,Paid,"45,000 INR"
BKG1428,Pooja,UK,Corporate,2025-05-03,2025-05-06 00:00:00,Paid,35000
BKG1429,Tina,Singapore,Adventure,2025-05-21,None,Cancelled,55000
BKG1430,Divya,UAE,Leisure,2025-08-14,2025-08-19 00:00:00,Paid,45000
BKG1431,Divya,India,Adventure,2025-02-09,2025-03-05 00:00:00,Paid,55000
BKG1432,Ramesh,USA,Adventure,2025-05-27,2025-06-17 00:00:00,Paid,"45,000 INR"
BKG1433,Karan,Thailand,Corporate,2025-05-01,None,Pending,15000
BKG1434,Sonia,Thailand,Corporate,2025-05-20,2025-05-21 00:00:00,paid,35000
BKG1435,Sameer,United Arab Emirates,Adventure,2025-06-21,2025-06-24 00:00:00,Paid,"45,000 INR"
BKG1436,Suresh,Thailand,Adventure,2025-06-13,2025-07-07 00:00:00,Paid,15000
BKG1437,Sameer,Singapore,Adventure,2025-02-11,None,Pending,15000
BKG1438,Amit,USA,Corporate,2025-03-12,None,,65000
BKG1439,Divya,UK,Adventure,2025-03-19,2025-04-05 00:00:00,Paid,25000
BKG1440,Meena,Singapore,Adventure,2025-04-29,2025-05-06 00:00:00,Paid,65000
BKG1441,Suresh,United Arab Emirates,Honeymoon,2025-07-16,2025-07-29 00:00:00,Paid,35000
BKG1442,Raj,Singapore,Leisure,2025-03-20,None,Cancelled,15000
BKG1443,Karan,UK,Family,2025-04-20,2025-05-04 00:00:00,Paid,"45,000 INR"
BKG1444,Gaurav,UAE,Leisure,2025-02-02,2025-02-17 00:00:00,Paid,45000
BKG1445,Suresh,United Arab Emirates,Honeymoon,2025-08-01,None,Pending,15000
BKG1446,Pooja,UAE,Family,2025-07-28,None,Pending,"45,000 INR"
BKG1447,Sameer,India,Adventure,2025-06-19,2025-06-30 00:00:00,Paid,45000
BKG1448,Sonia,UAE,Honeymoon,2025-08-27,None,Cancelled,65000
BKG1449,Suresh,India,Adventure,2025-08-01,2025-08-07 00:00:00,Paid,65000
BKG1450,Suresh,India,Corporate,2025-02-01,None,Pending,25000
BKG1451,Arjun,UAE,Honeymoon,2025-04-16,2025-04-28 00:00:00,Paid,"45,000 INR"
BKG1452,Amit,United Arab Emirates,Corporate,2025-08-04,None,Pending,15000
BKG1453,Pooja,UK,Honeymoon,2025-07-19,2025-07-29 00:00:00,Paid,55000
BKG1454,Nisha,Singapore,Honeymoon,2025-01-11,None,Cancelled,65000
BKG1455,Suresh,Singapore,Corporate,2025-07-14,None,Pending,65000
BKG1456,Divya,UK,Family,2025-09-02,None,Pending,25000
BKG1457,Gaurav,USA,Leisure,2025-01-04,None,Pending,45000
BKG1458,Sonia,USA,Adventure,2025-06-30,None,Pending,25000
BKG1459,Nisha,India,Honeymoon,2025-06-02,2025-06-26 00:00:00,Paid,15000
BKG1460,Gaurav,India,Adventure,2025-07-19,2025-07-30 00:00:00,Paid,"45,000 INR"
BKG1461,Sonia,United Arab Emirates,Corporate,2025-08-03,2025-08-28 00:00:00,paid,35000
BKG1462,Raj,Thailand,Adventure,2025-04-23,2025-05-12 00:00:00,Paid,35000
BKG1463,Vikram,UAE,Corporate,2025-09-07,None,Pending,"45,000 INR"
BKG1464,Arjun,India,Adventure,2025-04-23,2025-05-13 00:00:00,PAID,45000
BKG1465,Nisha,Singapore,Leisure,2025-05-20,2025-05-23 00:00:00,Paid,65000
BKG1466,Deepa,United Arab Emirates,Leisure,2025-08-12,None,Pending,45000
BKG1467,Amit,UAE,Leisure,2025-09-06,2025-10-05 00:00:00,Paid,65000
BKG1468,Karan,United Arab Emirates,Leisure,2025-01-15,None,Pending,65000
BKG1469,Sameer  ,UAE,Leisure,2025-07-19,2025-07-21 00:00:00,Paid,35000
BKG1470,Gaurav,UAE,Leisure,2025-06-22,2025-06-27 00:00:00,Paid,45000
BKG1471,Arjun,UK,Corporate,2025-07-27,None,Pending,25000
BKG1472,Divya,India,Honeymoon,2025-03-26,None,Cancelled,65000
BKG1473,Amit,United Arab Emirates,Adventure,2025-08-28,None,Pending,55000
BKG1474,Raj  ,United Arab Emirates,Leisure,2025-03-07,None,Pending,55000
BKG1475,Pooja,UK,Corporate,2025-01-14,2025-01-20 00:00:00,Paid,25000
BKG1476,Ramesh,Singapore,Corporate,2025-07-21,None,Pending,55000
BKG1477,Raj,Singapore,Corporate,2025-01-14,2025-02-08 00:00:00,Paid,15000
BKG1478,Vikram,USA,Honeymoon,2025-02-12,2025-03-04 00:00:00,paid,65000
BKG1479,Karan,India,Adventure,2025-08-08,None,Cancelled,25000
BKG1480,Sameer  ,India,Honeymoon,2025-03-11,None,Pending,45000
BKG1481,Tina,Thailand,Family,2025-08-25,2025-08-27 00:00:00,paid,65000
BKG1482,Tina,UK,Corporate,2025-04-04,2025-04-26 00:00:00,Paid,25000
BKG1483,Meena,Singapore,Family,2025-01-26,None,Pending,35000
BKG1484,Deepa,UAE,Leisure,2025-05-14,2025-05-17 00:00:00,Paid,45000
BKG1485,Gaurav,United Arab Emirates,Leisure,2025-07-14,2025-07-23 00:00:00,paid,35000
BKG1486,Sonia,India,Honeymoon,2025-06-17,2025-07-02 00:00:00,Paid,65000
BKG1487,Ramesh,United Arab Emirates,Adventure,2025-04-19,None,Pending,45000
BKG1488,Gaurav,United Arab Emirates,Family,2025-08-21,None,Cancelled,55000
BKG1489,Suresh,Thailand,Adventure,2025-06-17,2025-07-09 00:00:00,Paid,25000
BKG1490,Monika,Singapore,Honeymoon,2025-06-22,2025-07-06 00:00:00,Paid,65000
BKG1491,Raj,India,Leisure,2025-07-14,None,Pending,15000
BKG1492,Vikram,United Arab Emirates,Adventure,2025-05-23,2025-06-08 00:00:00,Paid,45000
BKG1493,Pooja,India,Adventure,2025-08-04,2025-08-24 00:00:00,Paid,45000
BKG1494,Avtar,UAE,Leisure,2025-05-10,2025-05-25 00:00:00,Paid,"45,000 INR"
BKG1495,Ramesh,Thailand,Family,2025-02-11,2025-02-25 00:00:00,Paid,65000
BKG1496,Sonia,UAE,Leisure,2025-08-29,None,Cancelled,65000
BKG1497,Meena,India,Adventure,2025-01-10,None,Pending,35000
BKG1630,Ritika,USA,Family,2025-01-27,2025-02-05 00:00:00,Paid,"45,000 INR"
