Booking ID,Agent,Country,Package Type,Booking Date,Payment Date,Payment Status,Total Amount
BKG1747,Sameer,United Arab Emirates,Corporate,2025-01-01,2025-01-31 00:00:00,Paid,55000
BKG1748,Sonia,Singapore,Leisure,2025-08-25,None,Cancelled,"45,000 INR"
BKG1749,Pooja,India,Adventure,2025-07-31,2025-08-29 00:00:00,Paid,25000
BKG1750,Meena,India,Honeymoon,2025-01-28,2025-02-16 00:00:00,Paid,65000
BKG1751,Deepa,Thailand,Leisure,2025-04-07,None,Cancelled,25000
BKG1752,Divya,UK,Adventure,2025-09-23,2025-10-14 00:00:00,Paid,"45,000 INR"
BKG1753,Deepa,India,Honeymoon,2025-07-05,2025-07-26 00:00:00,Paid,15000
BKG1754,Ritika,United Arab Emirates,Family,2025-09-13,2025-10-03 00:00:00,Paid,65000
BKG1755,Deepa,UK,Honeymoon,2025-08-15,2025-08-26 00:00:00,Paid,"45,000 INR"
BKG1756,Avtar,United Arab Emirates,Corporate,2025-01-27,2025-02-24 00:00:00,Paid,55000
BKG1757,Avtar,India,Corporate,2025-04-15,None,Pending,25000
BKG1758,Suresh,India,Family,2025-05-17,2025-06-07 00:00:00,Paid,55000
BKG1759,Gaurav,Thailand,Leisure,2025-03-09,2025-03-20 00:00:00,Paid,65000
BKG1760,Nisha,India,Adventure,2025-05-28,None,Pending,65000
BKG1761,Ramesh,UK,Honeymoon,2025-08-13,None,Pending,25000
BKG1762,Sonia,USA,Corporate,2025-09-06,2025-09-11 00:00:00,Paid,55000
BKG1763,Karan,UK,Leisure,2025-03-04,None,Pending,35000
BKG1764,Monika,UK,Family,2025-01-15,2025-01-30 00:00:00,Paid,55000
BKG1765,Arjun,Thailand,Corporate,2025-05-03,2025-05-06 00:00:00,Paid,65000
BKG1500,Ritika,Thailand,Family,2025-03-23,None,Pending,55000
BKG1767,Pooja,India,Honeymoon,2025-06-09,2025-06-25 00:00:00,Paid,"45,000 INR"
BKG1768,Monika,UAE,Adventure,2025-01-08,2025-01-23 00:00:00,paid,15000
BKG1769,Karan,UAE,Corporate,2025-07-28,2025-08-18 00:00:00,Paid,35000
BKG1770,Anil,Thailand,Corporate,2025-02-17,None,Pending,45000
BKG1771,Monika,India,Honeymoon,2025-04-26,2025-05-06 00:00:00,Paid,"45,000 INR"
BKG1772,Monika,UAE,Leisure,2025-02-28,None,Pending,15000
BKG1773,Amit,India,Adventure,2025-08-25,None,Pending,45000
BKG1774,Divya,India,Corporate,2025-03-02,None,Cancelled,25000
BKG1212,Tina,India,Adventure,2025-03-20,2025-04-15 00:00:00,Paid,45000
BKG1776,Sonia,Singapore,Corporate,2025-09-13,None,Pending,"45,000 INR"
BKG1777,Sameer,UK,Adventure,2025-05-30,None,Pending,55000
BKG1778,Nisha,India,Family,2025-09-18,None,Pending,"45,000 INR"
BKG1779,Avtar  ,Singapore,Corporate,2025-05-20,None,Pending,45000
BKG1780,Karan,Thailand,Adventure,2025-08-01,None,Pending,65000
BKG1781,Divya,UAE,Leisure,2025-09-05,2025-09-14 00:00:00,Paid,15000
BKG1782,Monika,UK,Family,2025-08-30,2025-09-18 00:00:00,Paid,15000
BKG1783,Ritika,USA,Family,2025-05-05,2025-05-07 00:00:00,Paid,45000
BKG1784,Arjun,UAE,Leisure,2025-08-22,2025-09-03 00:00:00,Paid,15000
BKG1785,Tina,UK,Adventure,2025-03-16,2025-04-02 00:00:00,PAID,65000
BKG1786,Divya,USA,Honeymoon,2025-07-16,None,Pending,"45,000 INR"
BKG1787,Deepa,UAE,Leisure,2025-04-08,2025-04-11 00:00:00,PAID,15000
BKG1788,Monika,UK,Adventure,2025-09-18,2025-09-28 00:00:00,Paid,45000
BKG1789,Suresh,UAE,Leisure,2025-03-11,None,Cancelled,35000
BKG1790,Monika,UAE,Leisure,2025-02-05,None,Cancelled,35000
BKG1791,Nisha,USA,Corporate,2025-05-22,None,Pending,25000
BKG1792,Ritika,UAE,Adventure,2025-08-01,None,Pending,15000
BKG1793,Deepa,UAE,Honeymoon,2025-06-24,2025-07-09 00:00:00,Paid,"45,000 INR"
BKG1794,Tina,USA,Corporate,2025-09-17,None,Cancelled,45000
BKG1795,Avtar,Thailand,Leisure,2025-05-17,None,Pending,15000
BKG1796,Nisha,India,Leisure,2025-01-02,2025-01-17 00:00:00,Paid,55000
BKG1797,Pooja,United Arab Emirates,Leisure,2025-05-25,2025-05-27 00:00:00,Paid,65000
BKG1798,Gaurav,Singapore,Adventure,2025-06-02,2025-06-04 00:00:00,paid,15000
BKG1799,Karan,United Arab Emirates,Adventure,2025-09-08,None,Cancelled,15000
BKG1800,Monika,United Arab Emirates,Corporate,2025-03-18,2025-03-30 00:00:00,PAID,35000
BKG1801,Divya,UK,Honeymoon,2025-08-17,None,Pending,65000
BKG1802,Nisha,India,Corporate,2025-09-05,2025-10-02 00:00:00,Paid,45000
BKG1803,Arjun,UK,Family,2025-06-26,2025-07-06 00:00:00,Paid,15000
BKG1804,Anil,India,Leisure,2025-06-20,2025-06-23 00:00:00,Paid,35000
BKG1805,Arjun,USA,Leisure,2025-07-13,2025-08-03 00:00:00,Paid,25000
BKG1806,Suresh,USA,Leisure,2025-08-22,2025-09-19 00:00:00,Paid,65000
BKG1807,Gaurav,India,Corporate,2025-06-14,2025-07-12 00:00:00,Paid,35000
BKG1808,Deepa,UAE,Corporate,2025-04-07,2025-04-10 00:00:00,Paid,35000
BKG1809,Anil,Thailand,Leisure,2025-05-03,2025-05-23 00:00:00,paid,"45,000 INR"
BKG1810,Vikram,UAE,Corporate,2025-07-16,2025-08-05 00:00:00,Paid,35000
BKG1811,Monika,Thailand,Adventure,2025-04-30,None,Cancelled,"45,000 INR"
BKG1812,Karan,UK,Adventure,2025-07-30,None,Pending,15000
BKG1813,Tina,Thailand,Corporate,2025-01-23,2025-02-09 00:00:00,Paid,15000
BKG1814,Divya,UK,Leisure,2025-06-12,2025-06-25 00:00:00,Paid,25000
BKG1815,Pooja,USA,Corporate,2025-08-31,2025-09-15 00:00:00,Paid,55000
BKG1816,Tina,United Arab Emirates,Corporate,2025-07-15,2025-08-03 00:00:00,Paid,55000
BKG1817,Sameer,USA,Corporate,2025-07-17,None,Pending,55000
BKG1818,Anil,USA,Family,2025-03-19,2025-04-06 00:00:00,Paid,"45,000 INR"
BKG1819,Monika,United Arab Emirates,Adventure,2025-09-11,2025-10-07 00:00:00,Paid,65000
BKG1820,Meena,Thailand,Honeymoon,2025-01-19,2025-02-12 00:00:00,Paid,65000
BKG1821,Ramesh,Thailand,Honeymoon,2025-03-06,2025-04-04 00:00:00,PAID,25000
BKG1822,Karan,UK,Family,2025-09-15,None,Pending,65000
BKG1823,Ramesh,UAE,Corporate,2025-06-19,None,Pending,55000
BKG1824,Gaurav,UK,Family,2025-02-21,2025-02-23 00:00:00,Paid,55000
BKG1825,Ritika,UAE,Family,2025-08-14,None,Pending,35000
BKG1826,Pooja,USA,Leisure,2025-02-21,None,Pending,65000
BKG1827,Avtar,United Arab Emirates,Adventure,2025-09-27,None,Pending,15000
BKG1828,Ritika,USA,Honeymoon,2025-08-22,None,,15000
BKG1829,Arjun,India,Corporate,2025-01-08,2025-01-23 00:00:00,Paid,35000
BKG1830,Anil,Thailand,Honeymoon,2025-03-15,2025-04-14 00:00:00,paid,35000
BKG1831,Karan,UAE,Honeymoon,2025-07-29,2025-08-24 00:00:00,paid,35000
BKG1832,Sonia,UK,Adventure,2025-03-21,2025-04-09 00:00:00,Paid,15000
BKG1833,Suresh,United Arab Emirates,Honeymoon,2025-02-08,2025-03-01 00:00:00,Paid,55000
BKG1834,Sonia,UAE,Honeymoon,2025-08-29,2025-09-05 00:00:00,PAID,35000
BKG1835,Tina,UK,Family,2025-05-16,2025-05-27 00:00:00,Paid,25000
BKG1836,Deepa,Thailand,Adventure,2025-06-23,None,Pending,"45,000 INR"
BKG1837,Monika,USA,Leisure,2025-07-23,2025-08-12 00:00:00,PAID,35000
BKG1838,Sameer,Thailand,Corporate,2025-02-11,None,Pending,"45,000 INR"
BKG1839,Suresh,Singapore,Honeymoon,2025-06-18,2025-07-04 00:00:00,Paid,45000
BKG1840,Karan,India,Corporate,2025-07-14,None,Pending,35000
BKG1841,Gaurav,Singapore,Leisure,2025-06-12,2025-06-29 00:00:00,Paid,15000
BKG1651,Meena,United Arab Emirates,Corporate,2025-09-07,None,Pending,65000
BKG1843,Vikram,UAE,Leisure,2025-01-19,2025-01-24 00:00:00,Paid,35000
BKG1844,Tina,United Arab Emirates,Family,2025-02-05,None,Pending,65000
BKG1845,Sonia,USA,Honeymoon,2025-05-01,None,Pending,45000
BKG1846,Ritika,UK,Leisure,2025-05-28,None,Pending,25000
BKG1847,Gaurav,Thailand,Corporate,2025-04-27,None,Pending,65000
BKG1848,Sameer,Singapore,Honeymoon,2025-02-16,None,Pending,"45,000 INR"
BKG1744,Sameer,Singapore,Family,2025-08-11,None,Pending,55000
BKG1850,Anil,USA,Honeymoon,2025-02-20,2025-02-22 00:00:00,Paid,35000
BKG1851,Avtar,Singapore,Leisure,2025-02-21,None,Pending,45000
BKG1852,Avtar,USA,Family,2025-08-16,2025-08-31 00:00:00,Paid,45000
BKG1853,Tina,United Arab Emirates,Corporate,2025-03-27,2025-03-31 00:00:00,paid,65000
BKG1854,Sonia,Thailand,Family,2025-06-03,2025-06-29 00:00:00,Paid,25000
BKG1855,Karan,UAE,Family,2025-01-15,2025-02-13 00:00:00,Paid,15000
BKG1856,Vikram,UK,Adventure,2025-01-24,None,Pending,35000
BKG1857,Sameer  ,UAE,Family,2025-06-16,2025-07-13 00:00:00,Paid,45000
BKG1858,Karan,United Arab Emirates,Family,2025-01-29,2025-02-09 00:00:00,Paid,25000
BKG1859,Karan,UK,Honeymoon,2025-05-31,None,Pending,55000
BKG1860,Nisha,Singapore,Corporate,2025-07-03,None,Pending,45000
BKG1861,Vikram,India,Honeymoon,2025-07-11,None,Pending,25000
BKG1862,Divya,United Arab Emirates,Honeymoon,2025-08-09,2025-09-01 00:00:00,Paid,15000
BKG1863,Pooja,United Arab Emirates,Leisure,2025-03-16,None,Pending,15000
BKG1864,Ramesh,Thailand,Honeymoon,2025-05-06,2025-05-09 00:00:00,Paid,45000
BKG1865,Meena,UAE,Adventure,2025-07-30,None,Pending,"45,000 INR"
BKG1866,Avtar,United Arab Emirates,Adventure,2025-04-03,None,Pending,45000
BKG1867,Avtar,United Arab Emirates,Leisure,2025-03-29,None,Pending,65000
BKG1868,Raj,Singapore,Corporate,2025-03-31,2025-04-17 00:00:00,Paid,35000
BKG1869,Avtar,Singapore,Corporate,2025-02-10,2025-03-03 00:00:00,Paid,25000
BKG1870,Vikram,UK,Honeymoon,2025-07-15,2025-07-21 00:00:00,Paid,45000
BKG1871,Nisha,USA,Honeymoon,2025-05-04,2025-05-06 00:00:00,Paid,35000
BKG1872,Monika,USA,Honeymoon,2025-09-12,2025-09-20 00:00:00,Paid,65000
BKG1873,Anil,India,Corporate,2025-03-15,None,Pending,35000
BKG1874,Deepa,USA,Family,2025-04-29,2025-05-22 00:00:00,Paid,45000
BKG1875,Anil,Thailand,Adventure,2025-08-25,2025-09-09 00:00:00,paid,15000
BKG1589,Suresh,India,Family,2025-05-11,2025-05-26 00:00:00,Paid,25000
BKG1877,Anil,UK,Family,2025-08-24,None,Pending,25000
BKG1878,Deepa,Singapore,Corporate,2025-05-11,None,Pending,15000
BKG1879,Ritika,USA,Family,2025-01-05,2025-01-22 00:00:00,Paid,"45,000 INR"
BKG1880,Vikram,UAE,Leisure,2025-08-27,2025-09-13 00:00:00,Paid,45000
BKG1881,Avtar,Singapore,Honeymoon,2025-05-28,None,Pending,25000
BKG1882,Avtar,Thailand,Leisure,2025-03-22,2025-04-11 00:00:00,Paid,45000
BKG1883,Nisha  ,Singapore,Adventure,2025-02-07,2025-02-13 00:00:00,paid,65000
BKG1884,Raj,Thailand,Honeymoon,2025-08-15,None,Pending,45000
BKG1396,Nisha,Thailand,Family,2025-06-26,2025-07-08 00:00:00,paid,35000
BKG1886,Monika,Thailand,Adventure,2025-06-03,2025-06-15 00:00:00,Paid,15000
BKG1887,Monika,UK,Honeymoon,2025-08-06,None,Pending,"45,000 INR"
BKG1888,Sameer,Thailand,Family,2025-05-09,None,Pending,45000
BKG1889,Raj,Thailand,Leisure,2025-08-22,None,Pending,"45,000 INR"
BKG1890,Nisha,UAE,Honeymoon,2025-06-04,2025-07-04 00:00:00,Paid,"45,000 INR"
BKG1891,Avtar,India,Family,2025-04-12,None,Pending,65000
BKG1892,Ramesh,United Arab Emirates,Leisure,2025-07-16,2025-07-26 00:00:00,Paid,55000
BKG1893,Arjun,India,Adventure,2025-09-05,None,Pending,15000
BKG1894,Deepa,Thailand,Adventure,2025-02-24,2025-03-09 00:00:00,Paid,"45,000 INR"
BKG1895,Deepa,UAE,Adventure,2025-05-02,None,Cancelled,25000
BKG1896,Anil,Singapore,Adventure,2025-07-15,2025-07-29 00:00:00,Paid,35000
BKG1897,Arjun,UAE,Corporate,2025-07-03,None,Cancelled,25000
BKG1898,Raj,Thailand,Honeymoon,2025-06-01,None,Cancelled,65000
BKG1899,Divya,UAE,Honeymoon,2025-06-01,None,Cancelled,65000
BKG1900,Monika,USA,Corporate,2025-01-12,None,Pending,25000
BKG1901,Anil,UAE,Family,2025-07-22,2025-08-16 00:00:00,Paid,15000
BKG1902,Karan,Thailand,Family,2025-05-21,None,,25000
BKG1903,Anil,UK,Adventure,2025-01-05,2025-01-16 00:00:00,Paid,45000
BKG1715,Divya,USA,Leisure,2025-01-26,None,Pending,25000
BKG1905,Ritika,UAE,Family,2025-09-12,None,Pending,35000
BKG1906,Ramesh,United Arab Emirates,Leisure,2025-05-27,None,Pending,35000
BKG1907,Karan,United Arab Emirates,Honeymoon,2025-04-28,2025-05-20 00:00:00,Paid,55000
BKG1908,Ramesh  ,UAE,Leisure,2025-06-30,None,Pending,35000
BKG1909,Anil,UK,Honeymoon,2025-04-23,None,Cancelled,25000
BKG1910,Monika,Singapore,Corporate,2025-04-08,2025-04-28 00:00:00,Paid,35000
BKG1911,Pooja,Thailand,Corporate,2025-05-09,2025-05-11 00:00:00,paid,15000
BKG1912,Deepa,United Arab Emirates,Adventure,2025-03-12,2025-04-07 00:00:00,Paid,"45,000 INR"
BKG1913,Divya,Singapore,Family,2025-02-19,2025-03-12 00:00:00,Paid,35000
BKG1914,Pooja,UAE,Adventure,2025-01-21,2025-02-11 00:00:00,Paid,45000
BKG1915,Arjun,Singapore,Honeymoon,2025-06-08,2025-06-19 00:00:00,Paid,15000
BKG1916,Deepa,USA,Adventure,2025-08-14,2025-08-17 00:00:00,paid,55000
BKG1917,Avtar,India,Leisure,2025-01-18,2025-01-29 00:00:00,Paid,45000
BKG1918,Karan,United Arab Emirates,Honeymoon,2025-07-06,2025-07-10 00:00:00,Paid,25000
BKG1919,Deepa,UAE,Corporate,2025-03-09,2025-03-27 00:00:00,Paid,"45,000 INR"
BKG1920,Divya,Thailand,Family,2025-02-16,None,Pending,25000
BKG1921,Gaurav,UK,Honeymoon,2025-06-01,None,Pending,"45,000 INR"
BKG1922,Pooja,USA,Honeymoon,2025-06-17,2025-07-09 00:00:00,Paid,"45,000 INR"
BKG1923,Ritika,UAE,Leisure,2025-08-01,2025-08-14 00:00:00,Paid,25000
BKG1924,Nisha,Thailand,Family,2025-03-31,None,Cancelled,45000
BKG1925,Nisha,UK,Corporate,2025-04-13,2025-04-23 00:00:00,Paid,45000
BKG1926,Divya,UK,Honeymoon,2025-03-09,2025-03-18 00:00:00,Paid,"45,000 INR"
BKG1927,Divya,UAE,Honeymoon,2025-07-07,2025-07-31 00:00:00,Paid,45000
BKG1928,Tina,USA,Leisure,2025-09-14,None,Pending,"45,000 INR"
BKG1929,Karan,Singapore,Adventure,2025-05-20,2025-06-17 00:00:00,Paid,"45,000 INR"
BKG1930,Arjun,Singapore,Corporate,2025-03-26,None,Pending,15000
BKG1931,Tina,UK,Family,2025-05-12,2025-06-03 00:00:00,Paid,65000
BKG1932,Ramesh,Singapore,Honeymoon,2025-09-04,2025-10-04 00:00:00,PAID,15000
BKG1933,Avtar,India,Honeymoon,2025-06-01,2025-06-21 00:00:00,Paid,25000
BKG1934,Monika,UK,Corporate,2025-06-23,None,Pending,65000
BKG1935,Monika,UK,Adventure,2025-02-28,2025-03-28 00:00:00,Paid,35000
BKG1936,Avtar,Thailand,Honeymoon,2025-08-28,2025-09-02 00:00:00,Paid,25000
BKG1937,Deepa,Singapore,Corporate,2025-02-08,None,Pending,55000
BKG1938,Vikram,USA,Leisure,2025-03-14,2025-03-25 00:00:00,Paid,15000
BKG1939,Tina,UK,Adventure,2025-04-26,None,Cancelled,45000
BKG1940,Gaurav,USA,Family,2025-07-23,2025-07-26 00:00:00,paid,15000
BKG1941,Pooja,India,Honeymoon,2025-07-07,None,Cancelled,45000
BKG1942,Avtar,Thailand,Corporate,2025-02-16,2025-03-07 00:00:00,Paid,65000
BKG1943,Meena,UAE,Leisure,2025-07-22,None,Pending,55000
BKG1944,Anil,USA,Family,2025-01-08,2025-01-30 00:00:00,Paid,65000
BKG1945,Deepa,UK,Corporate,2025-05-16,None,Cancelled,55000
BKG1946,Avtar,India,Corporate,2025-03-05,None,Pending,15000
BKG1947,Tina,United Arab Emirates,Family,2025-08-21,None,Cancelled,45000
BKG1948,Gaurav,India,Leisure,2025-07-08,2025-07-13 00:00:00,Paid,65000
BKG1949,Gaurav,India,Leisure,2025-05-15,None,Pending,55000
BKG1950,Divya,Thailand,Adventure,2025-07-15,2025-08-14 00:00:00,Paid,"45,000 INR"
BKG1951,Amit,UAE,Honeymoon,2025-07-10,None,Pending,25000
BKG1952,Divya,United Arab Emirates,Family,2025-02-25,2025-03-09 00:00:00,Paid,25000
BKG1953,Karan,Singapore,Family,2025-04-30,None,Pending,65000
BKG1954,Karan,Singapore,Family,2025-08-30,None,Pending,45000
BKG1618,Avtar,USA,Leisure,2025-01-13,None,Pending,"45,000 INR"
BKG1956,Ramesh,India,Honeymoon,2025-06-17,2025-06-27 00:00:00,Paid,65000
BKG1957,Suresh,Thailand,Adventure,2025-04-24,None,Pending,15000
BKG1958,Sonia,Thailand,Corporate,2025-02-02,2025-02-23 00:00:00,Paid,55000
BKG1959,Nisha,Singapore,Corporate,2025-08-26,2025-09-18 00:00:00,Paid,15000
BKG1960,Vikram  ,USA,Family,2025-06-04,2025-06-26 00:00:00,Paid,25000
BKG1961,Avtar,USA,Honeymoon,2025-07-29,2025-08-11 00:00:00,Paid,55000
BKG1962,Sonia,USA,Leisure,2025-03-01,2025-03-06 00:00:00,Paid,65000
BKG1963,Tina,United Arab Emirates,Honeymoon,2025-03-13,None,Pending,15000
BKG1964,Anil,UAE,Honeymoon,2025-01-24,2025-02-13 00:00:00,Paid,35000
BKG1965,Vikram,United Arab Emirates,Leisure,2025-01-20,2025-02-12 00:00:00,Paid,45000
BKG1966,Karan,UK,Family,2025-06-05,2025-06-08 00:00:00,paid,"45,000 INR"
BKG1967,Vikram,UK,Honeymoon,2025-09-10,2025-09-20 00:00:00,Paid,"45,000 INR"
BKG1968,Divya,UAE,Corporate,2025-03-01,None,Pending,45000
BKG1969,Anil  ,Singapore,Leisure,2025-02-19,None,Pending,35000
BKG1970,Nisha  ,UAE,Adventure,2025-05-01,2025-05-19 00:00:00,paid,25000
BKG1971,Avtar,Thailand,Family,2025-03-11,None,Pending,55000
BKG1972,Deepa,UK,Leisure,2025-07-18,None,Pending,45000
BKG1973,Deepa,India,Adventure,2025-08-21,None,Cancelled,35000
BKG1974,Sonia,India,Adventure,2025-07-09,2025-07-22 00:00:00,Paid,65000
BKG1975,Sonia,Singapore,Honeymoon,2025-08-03,None,Cancelled,"45,000 INR"
BKG1976,Ramesh,Thailand,Honeymoon,2025-03-21,2025-04-11 00:00:00,Paid,35000
BKG1977,Arjun,United Arab Emirates,Honeymoon,2025-08-01,2025-08-27 00:00:00,paid,25000
BKG1978,Sonia,Thailand,Leisure,2025-02-20,2025-03-03 00:00:00,Paid,25000
BKG1979,Sameer,India,Leisure,2025-09-08,None,Pending,15000
BKG1980,Arjun,India,Family,2025-07-28,2025-08-24 00:00:00,Paid,45000
BKG1981,Tina,UK,Honeymoon,2025-05-24,None,Pending,15000
BKG1982,Monika,Thailand,Adventure,2025-01-17,2025-01-22 00:00:00,Paid,"45,000 INR"
BKG1983,Ritika,Thailand,Corporate,2025-07-09,None,Cancelled,35000
BKG1984,Raj,India,Family,2025-04-22,None,Cancelled,55000
BKG1985,Meena,United Arab Emirates,Leisure,2025-08-16,2025-09-07 00:00:00,Paid,55000
BKG1986,Ritika,Singapore,Family,2025-08-16,None,Cancelled,25000
BKG1987,Suresh,USA,Family,2025-05-01,None,Pending,55000
BKG1988,Tina,Singapore,Family,2025-07-05,None,Pending,55000
BKG1989,Gaurav,Thailand,Family,2025-02-20,2025-03-15 00:00:00,Paid,"45,000 INR"
BKG1990,Nisha,Singapore,Corporate,2025-07-08,2025-08-04 00:00:00,Paid,55000
BKG1991,Raj,India,Honeymoon,2025-07-03,2025-07-27 00:00:00,Paid,35000
BKG1992,Arjun,India,Adventure,2025-02-01,2025-02-23 00:00:00,Paid,55000
BKG1993,Monika,Thailand,Family,2025-07-23,2025-08-22 00:00:00,paid,65000
BKG1994,Anil,Thailand,Family,2025-05-22,2025-06-08 00:00:00,Paid,55000
BKG1995,Suresh,USA,Family,2025-04-08,None,Cancelled,55000
BKG1996,Tina,USA,Honeymoon,2025-03-04,2025-03-07 00:00:00,Paid,15000
BKG1997,Meena,UK,Leisure,2025-08-21,None,Pending,35000
BKG1998,Suresh,Thailand,Leisure,2025-02-16,None,Pending,25000
BKG1999,Raj,United Arab Emirates,Corporate,2025-04-19,None,Cancelled,15000
